,index,Texto,Texto limpio,Categoría
2348,2335,"#LoMejordeAristeguienVivo | Existen pruebas contundentes contra Cienfuegos; se protege a un oficial corrupto: exdirectivo de la DEA | #Video
https://t.co/8vbJhUMK42 https://t.co/pFRTy6V44E",idilio daniel ortega gran capital,Noticia
2349,6343,"@EdyNightmare -Señor, no puedo hacer eso.
-Harás lo que se te ordena.
-Sí,señor-dijo desde el despacho oval.
Su primer día como presidente fue frustrante.",edynightmare señor puedo hacer harás ordena síseñordijo despacho oval primer día presidente frustrante,Microficción
2350,6893,"¿Cuál desnudez, agente? No dije nada, solo muestro mi cuerpo.",cuál desnudez agente dije solo muestro cuerpo,Microficción
2351,6347,"Cerraste el telón de tus ojos, mi vida se apagó. #CuentosDe10",cerraste telón ojos vida apagó cuentosde10,Microficción
2352,4641,"El legado de Trump: Grandes cambios en la política opacados por el escándalo
https://t.co/bTWRb5SBlA https://t.co/oZl2tJMian",admítelo ganas ver persona abrazarla nunca soltarla,Noticia
2353,2724,Casi la mitad de peruanos rechaza vacunarse contra la Covid-19 https://t.co/F3dYJbOATS https://t.co/dWjpnDjYFN,tiempo siempre pone lugar,Noticia
2354,7491,@megustaescribir Un martes perdido en una isla vi atracar un barco pirata. Furibundos bucaneros descargaban provisiones y yo me preguntaba cómo lo había hecho para viajar en el tiempo. #martesmge,megustaescribir martes perdido isla vi atracar barco pirata furibundos bucaneros descargaban provisiones preguntaba cómo hecho viajar tiempo martesmge,Microficción
2355,4845,"Tigres jugaría semifinales de Mundial de Clubes ante campeón de la Libertadores
https://t.co/TvBnZXxPL5 https://t.co/qQNTLr9MYN",veces solo escribo recordar alguien nunca existió,Noticia
2356,1424,Mi enojo dura 5 minutos y después ya te extraño.,carta amlo envió biden documento íntegro,Frase/Pensamiento
2357,3384,Se usarán reflexiones críticas para hacer un alto en el camino y pensar cómo mejorar: López-Gatell https://t.co/4sPulf006P https://t.co/59zhrQUx5m,vivamos pase pasar,Noticia
2358,7387,"Era el asesino más letal, nadie lo diría cuando lo veían jugar con su gato.",asesino letal nadie diría veían jugar gato,Microficción
2359,212,"""Ni en un día se quiere, ni en dos se olvida.""",lee amlo carta enviada rey españa pedir disculpas abusos conquista,Frase/Pensamiento
2360,3297,"Este año, el Volcán Popocatépetl registró 54 mil 109 exhalaciones https://t.co/gRevwoaxuO https://t.co/AMbr2QkisZ",nunca rindas veces última llave abre puerta,Noticia
2361,3753,"Suspenden permanentemente la cuenta de Donald Trump en Twitter
https://t.co/uN6QUo5R6m https://t.co/tKvlkShYgM",alguien habla problemas significa queje significa confía,Noticia
2362,2142,"El cine es un arte muy menor al lado de la literatura, pero la música, se mantiene por encima de las dos anteriores.",fin año marcó récord llamadas whatsapp messenger,Frase/Pensamiento
2363,1326,"""Un hombre sincero, no te mentirá; un hombre inteligente, no te perderá; un hombre de verdad, no te decepcionará.""",líderes mundiales contagiados covid19 video,Frase/Pensamiento
2364,2563,Comienza en Wuhan investigación de OMS sobre origen de Covid-19 https://t.co/5LQInZzzPk https://t.co/0RZosKQAOF,levanta psg octavo año consecutivo supercopa francia video,Noticia
2365,4051,Pide AMLO no temer por efectos secundarios de vacuna anti-Covid https://t.co/d3NCTWj99D https://t.co/xTLya7Ho1u,oye arruinas enojo sonrisa,Noticia
2366,4177,Canciones que compuso Manzanero no se hacen viejas: Eugenia León https://t.co/rA4GEPZ0bO https://t.co/kED8MeF4Wz,cualquier persona puede hacerte feliz haciendo especial solo alguien especial puede hacerte feliz hacer wiz khalifa,Noticia
2367,3146,Desalojan a librería Educal de la UV; en 20 años no pagó renta ni servicios https://t.co/iNMW2M8SQz https://t.co/R004h5C4BL,normalicen edad va acorde madurez,Noticia
2368,199,"""Para mi nunca va a existir una mejor mamá que la que me tocó, la elegiría en mil vidas más.""",arranca plan masivo vacunación anticovid méxico,Frase/Pensamiento
2369,4864,"-Dicen que si te tatúas su firma él se queda con tu alma.
-Jajaja. Qué cosas se cree la gente,¿Verdad?
-Pues sí. Pero es el tatuaje más popular en el estudio, te lo hago al 50% por ser tú.
-Venga, va.
Al tatuador le brillaron los ojos de un sospechoso color rojo.
#PanicoSiniestro",dicen si tatúas firma queda alma jajaja cosas cree genteverdad pues tatuaje popular estudio hago ser venga va tatuador brillaron ojos sospechoso color rojo panicosiniestro,Microficción
2370,668,"""Me gusta saber la verdad aunque duela.""",oms descarta inmunidad rebaño pese vacunas,Frase/Pensamiento
2371,5657,@herrera_fk El mundo reverdeció con rapidez inusitada y los ecosistemas se restablecieron. Desde el espacio un grupo de aliens observaba la evolución y se felicitaba por haber exterminado a los humanos. #cuentosin,herrera_fk mundo reverdeció rapidez inusitada ecosistemas restablecieron espacio grupo aliens observaba evolución felicitaba haber exterminado humanos cuentosin,Microficción
2372,6231,"Era pura magia, no había telón aunque era un espectáculo.  #CuentosDe10",pura magia telón aunque espectáculo cuentosde10,Microficción
2373,4687,China realizará exámenes Covid a quienes viajen por Año Nuevo Lunar https://t.co/5R9ouBt8MD https://t.co/NOLdfEfBiD,alguien dedica tiempo valóralo pues dando va recuperar,Noticia
2374,6832,"La ilusa tradición popular decía que la maldición de los lobos era convertirte en uno de ellos. Pero no. La auténtica era despertar cada mañana regenerado sin saber muy bien quién eras para ser devorada por la noche por una manada.

#Cuentober",ilusa tradición popular decía maldición lobos convertirte auténtica despertar cada mañana regenerado saber bien quién ser devorada noche manada cuentober,Microficción
2375,2866,Washington parece trinchera de guerra por toma de posesión de Biden: Esquivel https://t.co/An4BY96eL6 https://t.co/PW2jxaeBxy,veces aceptar cosas nunca van volver ser,Noticia
2376,4396,"#AristeguiEnVivo | En otro de sus mensajes, el presidente Trump aseguró que de no haber sido por su ayuda, la vacuna contra la Covid hubiera tardado una década. Detalles con @JJesusEsquivel, periodista en Washington https://t.co/SQw3pCXqLr https://t.co/zxSFqkgaCn",decepciones hacen abrir ojos cerrar corazón,Noticia
2377,6429,El vino no era bueno pero mejor que agua radiactiva... #CuentosDe10,vino bueno mejor agua radiactiva cuentosde10,Microficción
2378,4761,"Liga MX: Perderá Pumas un mes a Juan Ignacio Dinenno | #Video
https://t.co/7Kw2uR6OW0 https://t.co/VPE5J5E7CI",sabio enseña palabras sino actos,Noticia
2379,7021,"Mil voces me gritaban que me alejara de ti, que huyera de lo que yo llamaba mi destino, embutido en el cuerpo de una hermosa mujer con un cerebro fascinante. Ahora mi corazón gotea en sus manos.",mil voces gritaban alejara huyera llamaba destino embutido cuerpo hermosa mujer cerebro fascinante ahora corazón gotea manos,Microficción
2380,4056,"Argentina aprueba uso de emergencia de vacuna contra Covid-19 de AstraZeneca
https://t.co/xMhuVBIFVz https://t.co/gHjlLDJgBe",siempre llega alguien cambia toda vida,Noticia
2381,4101,"Phoenix y el Joker, por cambiar el mundo | Artículo de @MoguelViveros 
https://t.co/vFFyOLsUQV https://t.co/mwXSYwzegE",ganas pierdo nunca,Noticia
2382,2472,"Hay fotos de violación de Félix Salgado a mujer: ex fiscal | #Entérate
https://t.co/9CE1JCfmqX https://t.co/OG5hmz3a4q",rusia considera inaceptable convocar protestas favor opositor navalni,Noticia
2383,3549,Crecerá PIB de México 3.7% este año: Banco Mundial https://t.co/z6bomWk3SG https://t.co/sEKYeCKLfD,dime perdemos juntos,Noticia
2384,5155,"Le pusieron la camisa de fuerza por agresivo. Ilusos, pensaba, ¿por qué creían que se había afilado los dientes?",pusieron camisa fuerza agresivo ilusos pensaba creían afilado dientes,Microficción
2385,4792,"Comanda Zlatan Ibrahimovic la victoria del AC Milan sobre Cagliari | Tuit
https://t.co/JSwJ1wvuEG https://t.co/Km0iS6WGMV",toda clase males dos remedios tiempo silencio,Noticia
2386,4399,"#AristeguiEnVivo | Este nuevo gobierno no da muestras de ser una administración benevolente ante la situación de México. El asunto del T-MEC en manos de los demócratas es verdaderamente complejo, en palabras de Gabriel Reyes Orona https://t.co/G0MRTgW4oq https://t.co/HwoEKZ8fV4",enseñaste querer enseñaste olvidar,Noticia
2387,5011,"-Juro que no le solté la mano ni un instante.
Un niño desconocido vestido de Spiderman nos miraba curioso.
-¡Has perdido a nuestro hijo!-repitió.
-Yo sé dónde está-intervino el niño con una sonrisa que nos heló la sangre.-Porque los muertos no se mueven, ¿verdad?
#Wordtober31",juro solté mano instante niño desconocido vestido spiderman miraba curioso perdido hijorepitió sé dónde estáintervino niño sonrisa heló sangreporque muertos mueven verdad wordtober31,Microficción
2388,5926,"Sus recuerdos, conservados en hielo, se desvanecieron con la primavera.",recuerdos conservados hielo desvanecieron primavera,Microficción
2389,1777,"""Las personas no cambian con el tiempo, el tiempo te muestra lo que en realidad son.""",aristeguienvivo directo ministro retiro jrcossio analizar temas información salud presidente lópez obrador gabinete,Frase/Pensamiento
2390,696,"""Algún día diré ""no fue fácil, pero lo logré.""",unicef exhorta gobiernos mantener escuelas abiertas pesar pandemia,Frase/Pensamiento
2391,4782,"Tras la reparación del daño quedó en libertad el ex alcalde de Tepic | #Video
https://t.co/bzDeKLzzq3 https://t.co/ASzpb1Y5fG",tal vez media naranja nadie fruta prohibida,Noticia
2392,2960,"Recibe Cámara de Diputados solicitud para desaforar a Mauricio Toledo; Noroña acusa 'persecución'
https://t.co/SHmSdLMjG9 https://t.co/DRWs4r65ml",siempre sé amistad,Noticia
2393,4552,"🔴 Conferencia de prensa de Salud sobre Covid-19
https://t.co/jVRMTTZKJo https://t.co/6WaRCOv7Uh",olvides activar notificaciones dale gusta si hiciste,Noticia
2394,1676,Seguramente siempre me dolerá verte con otra persona.,cómo percibe corrupción tiempos pandemia,Frase/Pensamiento
2395,6561,"DISCRIMINACIÓN
-¿El corazón?
-Tenía hambre...
-No contraten más enfermeros caníbales. #cuentosde10",discriminación corazón hambre contraten enfermeros caníbales cuentosde10,Microficción
2396,14,"Se debe diferenciar entre una persona fría y una desinteresada. La fría no puede decir palabras bonitas pero hará actos de amor. La desinteresada no te dará palabras bonitas, ni actos y además te dirá “yo soy así”. Ya basta de rebajarse por gente que no lo merece.",necesario definir cuándo hizo prueba presidente amlo hacer cuenta hacia atrás días comenzar rastrear posible cadena contagio va ser tarea enorme pues presidente usa cubrebocas roslemusmartin,Frase/Pensamiento
2397,6848,"Toda una vida de dialéctica pretenciosa, de cruces de acusaciones e incluso de ruegos para que las controversias entre ambos países se resolvieran con un simple café
#Mismofinal",toda vida dialéctica pretenciosa cruces acusaciones incluso ruegos controversias ambos países resolvieran simple café mismofinal,Microficción
2398,5615,"Robaba corazones por rutina, ni se enteraba del rastro de muertos en vida que dejaba. #juevesconcuento",robaba corazones rutina enteraba rastro muertos vida dejaba juevesconcuento,Microficción
2399,2636,"Arrestan a farmacéutico que confesó haber saboteado 500 vacunas contra coronavirus en EU 
https://t.co/GuJyVzgxJk https://t.co/TMRa8zIVGm",rápido olvida gente día hiciste,Noticia
2400,2912,"Youtuber se registra como precandidato a diputado federal por Morena
https://t.co/Xkm1Pcu4tL https://t.co/j170SpmOcW",mejor lección aprender forzar conversaciones amistades relaciones atención amor cosas forzadas valen pena fluye fluye falla falla,Noticia
2401,5337,"@megustaescribir Pensé en el futuro un martes. Un mundo limpio, rebosante de vida sin conflictos. Sin duda el exterminio de la raza humana era necesario y la solución era mi virus. #martesmge",megustaescribir pensé futuro martes mundo limpio rebosante vida conflictos duda exterminio raza humana necesario solución virus martesmge,Microficción
2402,6213,"Era en las noches cuando tu piel sabía mejor, cuando nuestros gemidos adquirían mayor sentido y profundidad, cuando nuestros cuerpos se estremecían antes de que el sol nos devolviera el pudor, los prejuicios, la realidad.",noches piel sabía mejor gemidos adquirían mayor profundidad cuerpos estremecían sol devolviera pudor prejuicios realidad,Microficción
2403,3288,#FelizMartes 🙂 | Asilo a Assange; ¿desaparecer el INAI?; difunden videos de caso Sandoval y más. Sigue nuestro programa completo en #AristeguiEnVivo 👉 https://t.co/VvYioYJiBK https://t.co/m2dCiMQZKb,rompían cartas fotos ahora bloquean redes sociales,Noticia
2404,2349,"¡Bravo! Policía de la CDMX regresa a joven mochila con 30 mil pesos que usaría para comprar un tanque de oxígeno | Video
https://t.co/mcFIihgaRA https://t.co/c9azf2EkUP",sánchez cordero hizo dos pruebas covid tras enterarse resultado positivo amlo,Noticia
2405,6852,"Nuestras miradas se cruzan un segundo en el bar. No nos saludamos, quizás porque tú, como yo, estás recordando las noches en que mis manos recorrían tu cuerpo, te cargaba y cogíamos en la cama. Quizá la pasión nos quemó y solo nos quedaron las miradas.",miradas cruzan segundo bar saludamos quizás recordando noches manos recorrían cuerpo cargaba cogíamos cama quizá pasión quemó solo quedaron miradas,Microficción
2406,4410,"OMS planea aprobar una gran cantidad de vacunas contra Covid-19 para su lanzamiento mundial
https://t.co/FKPL2LtmNP https://t.co/t6ezbGzD0M",nunca nunca nunca mientas alguien quiere verdad,Noticia
2407,4752,"Premier League registra récord de 18 nuevos positivos por Covid-19
https://t.co/wKCft15Rbk https://t.co/nu51FmfDFj",malas cuenta conmigo buenas sobrarán amigos,Noticia
2408,826,"""Quién te la hace riendo, te las pagará llorando.""",escala méxico apenas alcanza puntos índice percepción corrupción nivel países kenia pakistán,Frase/Pensamiento
2409,1430,Oye tú... Arruinas mi enojo con tu sonrisa.,lanza sat campaña anticorrupción,Frase/Pensamiento
2410,4917,"Arrastraba las palabras y leía todo lo lento que podía. Sabía que en cuanto terminara la historia ese libro absorbería su alma como en la historia. 
#panicosiniestro",arrastraba palabras leía lento podía sabía cuanto terminara historia libro absorbería alma historia panicosiniestro,Microficción
